"","X","name","latitude","longitude","station","mm","dd","wday","mem","holiday","dur","avg","rev","n_AM","n_PM","n_tot","temp","rain","arrond","rain_bin","wkend","superficie","population_2021","density","u15","nb_stations","station_density"
"1302",1302,"Cartier / Dandurand",45.539236,-73.585946,580,6,5,"Saturday",0,0,64.7333333333333,16.1833333333333,14.71,1,2,4,22.4,14.2,"Rosemont-La Petite-Patrie",1,1,15.9,141813,8919.05660377358,1,99,6.22641509433962
"1303",1303,"Cartier / Dandurand",45.539236,-73.585946,580,6,12,"Saturday",0,0,278.283333333333,17.3927083333333,61.7425,6,6,16,19.3,0,"Rosemont-La Petite-Patrie",0,1,15.9,141813,8919.05660377358,1,99,6.22641509433962
"1304",1304,"Cartier / Dandurand",45.539236,-73.585946,580,6,12,"Saturday",1,0,629.816666666667,17.0220720720721,NA,7,25,37,19.3,0,"Rosemont-La Petite-Patrie",0,1,15.9,141813,8919.05660377358,1,99,6.22641509433962
"1305",1305,"Cartier / Dandurand",45.539236,-73.585946,580,6,15,"Tuesday",1,0,381.966666666667,11.9364583333333,NA,8,19,32,17.9,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1306",1306,"Cartier / Dandurand",45.539236,-73.585946,580,6,21,"Monday",0,0,18.3333333333333,18.3333333333333,4,0,1,1,24.1,2.9,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358,1,99,6.22641509433962
"1307",1307,"Cartier / Dandurand",45.539236,-73.585946,580,6,21,"Monday",1,0,372.933333333333,12.0301075268817,NA,10,16,31,24.1,2.9,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1308",1308,"Cartier / Dandurand",45.539236,-73.585946,580,7,14,"Wednesday",1,0,539.05,12.2511363636364,NA,10,28,44,24.2,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1309",1309,"Cartier / Dandurand",45.539236,-73.585946,580,7,15,"Thursday",0,0,178.216666666667,16.2015151515152,40.4825,1,7,11,25.3,3.2,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358,1,99,6.22641509433962
"1310",1310,"Cartier / Dandurand",45.539236,-73.585946,580,8,1,"Sunday",1,0,258.95,12.3309523809524,NA,6,10,21,16.9,0,"Rosemont-La Petite-Patrie",0,1,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1311",1311,"Cartier / Dandurand",45.539236,-73.585946,580,8,19,"Thursday",0,0,22.05,7.35,7.0575,1,1,3,23.7,0.5,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1312",1312,"Cartier / Dandurand",45.539236,-73.585946,580,8,23,"Monday",0,0,63.8333333333333,12.7666666666667,15.825,2,2,5,26.7,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1313",1313,"Cartier / Dandurand",45.539236,-73.585946,580,9,12,"Sunday",0,0,127.416666666667,14.1574074074074,30.3625,2,4,9,19.1,0,"Rosemont-La Petite-Patrie",0,1,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1314",1314,"Cartier / Dandurand",45.539236,-73.585946,580,9,13,"Monday",1,0,396.45,12.7887096774194,NA,10,20,31,17.3,0.2,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1315",1315,"Cartier / Dandurand",45.539236,-73.585946,580,9,22,"Wednesday",1,0,512.8,12.5073170731707,NA,16,22,41,20.8,0.2,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1316",1316,"Cartier / Dandurand",45.539236,-73.585946,580,9,30,"Thursday",0,0,81.35,13.5583333333333,19.7025,2,3,6,11.3,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1317",1317,"Cartier / Dandurand",45.539236,-73.585946,580,10,12,"Tuesday",1,0,542.866666666667,11.5503546099291,NA,15,30,47,18.5,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1318",1318,"Cartier / Dandurand",45.539236,-73.585946,580,10,17,"Sunday",0,0,117.583333333333,13.0648148148148,28.8875,2,7,9,11.1,0.2,"Rosemont-La Petite-Patrie",1,1,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1319",1319,"Cartier / Dandurand",45.539236,-73.585946,580,11,12,"Friday",0,0,75.4166666666667,12.5694444444444,18.8125,2,4,6,7.7,20.4,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1320",1320,"Cartier / Marie-Anne",45.532674,-73.571776,174,4,15,"Thursday",1,0,126.75,9.75,NA,3,10,13,7.9,22.6,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1321",1321,"Cartier / Marie-Anne",45.532674,-73.571776,174,5,2,"Sunday",1,0,240.266666666667,14.1333333333333,NA,4,13,17,10,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1322",1322,"Cartier / Marie-Anne",45.532674,-73.571776,174,5,28,"Friday",0,0,81.65,11.6642857142857,20.9975,1,6,7,7.8,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1323",1323,"Cartier / Marie-Anne",45.532674,-73.571776,174,5,30,"Sunday",1,0,296.1,14.1,NA,7,13,21,13.6,0.9,"Le Plateau-Mont-Royal",1,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1324",1324,"Cartier / Marie-Anne",45.532674,-73.571776,174,6,13,"Sunday",0,0,102.033333333333,14.5761904761905,24.055,2,4,7,21.6,2.8,"Le Plateau-Mont-Royal",1,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1325",1325,"Cartier / Marie-Anne",45.532674,-73.571776,174,7,8,"Thursday",0,0,93.15,13.3071428571429,22.7225,2,5,7,17.2,16.1,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1326",1326,"Cartier / Marie-Anne",45.532674,-73.571776,174,8,4,"Wednesday",0,0,55.4333333333333,13.8583333333333,13.315,1,3,4,21.1,0.2,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1327",1327,"Cartier / Masson",45.538021,-73.583524,181,6,15,"Tuesday",1,0,317.466666666667,9.33725490196078,NA,12,16,34,17.9,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1328",1328,"Cartier / Masson",45.538021,-73.583524,181,6,22,"Tuesday",0,0,58.0666666666667,11.6133333333333,14.96,2,3,5,15.5,0.2,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1329",1329,"Cartier / Masson",45.538021,-73.583524,181,6,22,"Tuesday",1,0,452.066666666667,12.5574074074074,NA,6,23,36,15.5,0.2,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1330",1330,"Cartier / Masson",45.538021,-73.583524,181,7,8,"Thursday",1,0,246.866666666667,9.49487179487179,NA,7,16,26,17.2,16.1,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1331",1331,"Cartier / Masson",45.538021,-73.583524,181,8,10,"Tuesday",1,0,407.6,9.47906976744186,NA,14,20,43,26.5,10.4,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1332",1332,"Cartier / Masson",45.538021,-73.583524,181,8,17,"Tuesday",0,0,189.366666666667,21.0407407407407,39.655,2,3,9,21.2,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,1,157,19.3827160493827
"1333",1333,"Cartier / Masson",45.538021,-73.583524,181,8,17,"Tuesday",1,0,501.7,11.6674418604651,NA,10,26,43,21.2,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1334",1334,"Cartier / Masson",45.538021,-73.583524,181,8,25,"Wednesday",0,0,144.433333333333,16.0481481481481,32.915,4,3,9,26.6,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,1,157,19.3827160493827
"1335",1335,"Cartier / Masson",45.538021,-73.583524,181,9,6,"Monday",0,1,128.216666666667,21.3694444444444,26.7325,2,1,6,17.4,6.3,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,1,157,19.3827160493827
"1336",1336,"Cartier / Masson",45.538021,-73.583524,181,9,14,"Tuesday",1,0,739.666666666667,11.9301075268817,NA,23,35,62,16.7,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1337",1337,"Cartier / Masson",45.538021,-73.583524,181,9,22,"Wednesday",0,0,102.516666666667,14.6452380952381,24.1275,0,6,7,20.8,0.2,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1338",1338,"Cartier / Masson",45.538021,-73.583524,181,9,30,"Thursday",1,0,642.35,11.6790909090909,NA,18,33,55,11.3,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1339",1339,"Cartier / Masson",45.538021,-73.583524,181,10,14,"Thursday",1,0,619.4,11.0607142857143,NA,19,29,56,18.3,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1340",1340,"Cartier / Masson",45.538021,-73.583524,181,10,20,"Wednesday",0,0,109.1,12.1222222222222,27.615,3,3,9,11.8,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1341",1341,"Cartier / Rosemont",45.541247,-73.591044,616,5,10,"Monday",0,0,46.1,15.3666666666667,10.665,1,2,3,11.4,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,1,99,6.22641509433962
"1342",1342,"Cartier / Rosemont",45.541247,-73.591044,616,5,22,"Saturday",0,0,35.0166666666667,17.5083333333333,7.7525,0,2,2,23.6,0.3,"Rosemont-La Petite-Patrie",1,1,15.9,141813,8919.05660377358,1,99,6.22641509433962
"1343",1343,"Cartier / Rosemont",45.541247,-73.591044,616,7,2,"Friday",0,0,80.6833333333333,20.1708333333333,17.1025,0,2,4,17.6,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,1,99,6.22641509433962
"1344",1344,"Cartier / Rosemont",45.541247,-73.591044,616,7,10,"Saturday",0,0,120.616666666667,20.1027777777778,25.5925,1,3,6,19,0,"Rosemont-La Petite-Patrie",0,1,15.9,141813,8919.05660377358,1,99,6.22641509433962
"1345",1345,"Cartier / Rosemont",45.541247,-73.591044,616,7,23,"Friday",0,0,78.3166666666667,13.0527777777778,19.2475,1,2,6,21,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1346",1346,"Cartier / Rosemont",45.541247,-73.591044,616,8,27,"Friday",1,0,689.283333333333,16.8117886178862,NA,16,12,41,21.2,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,1,99,6.22641509433962
"1347",1347,"Cartier / Rosemont",45.541247,-73.591044,616,8,30,"Monday",0,0,147.366666666667,16.3740740740741,33.355,2,5,9,24.8,5.3,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358,1,99,6.22641509433962
"1348",1348,"Cartier / Rosemont",45.541247,-73.591044,616,9,5,"Sunday",1,0,349.066666666667,12.9283950617284,NA,5,13,27,19.5,13.6,"Rosemont-La Petite-Patrie",1,1,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1349",1349,"Cartier / Rosemont",45.541247,-73.591044,616,9,19,"Sunday",0,0,101.233333333333,16.8722222222222,22.685,1,4,6,15.4,0,"Rosemont-La Petite-Patrie",0,1,15.9,141813,8919.05660377358,1,99,6.22641509433962
"1350",1350,"Cartier / Rosemont",45.541247,-73.591044,616,9,27,"Monday",0,0,37.2333333333333,18.6166666666667,8.085,1,1,2,13.6,3.1,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358,1,99,6.22641509433962
"1351",1351,"Cartier / Rosemont",45.541247,-73.591044,616,10,1,"Friday",1,0,334.733333333333,11.1577777777778,NA,7,13,30,12.5,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1352",1352,"Cartier / Rosemont",45.541247,-73.591044,616,10,12,"Tuesday",1,0,464.9,14.0878787878788,NA,14,12,33,18.5,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1353",1353,"Cartier / Rosemont",45.541247,-73.591044,616,10,23,"Saturday",0,0,69.65,9.95,19.1975,1,6,7,4.9,0,"Rosemont-La Petite-Patrie",0,1,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1354",1354,"Cartier / Rosemont",45.541247,-73.591044,616,10,23,"Saturday",1,0,489.466666666667,10.6405797101449,NA,7,24,46,4.9,0,"Rosemont-La Petite-Patrie",0,1,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1355",1355,"Cartier / Rosemont",45.541247,-73.591044,616,10,25,"Monday",1,0,255.8,12.1809523809524,NA,8,11,21,6.5,0.5,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1356",1356,"Cartier / Rosemont",45.541247,-73.591044,616,11,3,"Wednesday",1,0,226.116666666667,10.7674603174603,NA,12,6,21,2.2,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1357",1357,"Cartier / Rosemont",45.541247,-73.591044,616,11,9,"Tuesday",1,0,147.716666666667,9.23229166666667,NA,4,8,16,10.2,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1358",1358,"Cartier / St-Joseph",45.535828,-73.57869,176,4,24,"Saturday",0,0,41.85,20.925,8.7775,1,1,2,14.1,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,1,157,19.3827160493827
"1359",1359,"Cartier / St-Joseph",45.535828,-73.57869,176,4,27,"Tuesday",1,0,247.083333333333,10.7427536231884,NA,8,14,23,8,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1360",1360,"Cartier / St-Joseph",45.535828,-73.57869,176,6,13,"Sunday",0,0,131.9,18.8428571428571,28.535,0,3,7,21.6,2.8,"Le Plateau-Mont-Royal",1,1,8.1,105813,13063.3333333333,1,157,19.3827160493827
"1361",1361,"Cartier / St-Joseph",45.535828,-73.57869,176,6,25,"Friday",0,0,82.95,16.59,18.6925,1,2,5,22.2,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,1,157,19.3827160493827
"1362",1362,"Cartier / St-Joseph",45.535828,-73.57869,176,7,15,"Thursday",1,0,343.666666666667,13.7466666666667,NA,10,12,25,25.3,3.2,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1363",1363,"Cartier / St-Joseph",45.535828,-73.57869,176,7,18,"Sunday",0,0,158.566666666667,19.8208333333333,33.785,1,7,8,21.8,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,1,157,19.3827160493827
"1364",1364,"Cartier / St-Joseph",45.535828,-73.57869,176,8,1,"Sunday",0,0,23.7,23.7,4.805,0,1,1,16.9,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,1,157,19.3827160493827
"1365",1365,"Cartier / St-Joseph",45.535828,-73.57869,176,10,7,"Thursday",1,0,290.95,10.7759259259259,NA,9,16,27,14.4,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1366",1366,"Cartier / St-Joseph",45.535828,-73.57869,176,10,21,"Thursday",0,0,21.9333333333333,7.31111111111111,7.04,0,2,3,11.7,5.8,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1367",1367,"Cartier / St-Joseph",45.535828,-73.57869,176,10,30,"Saturday",1,0,78.35,7.835,NA,2,5,10,8.2,11.6,"Le Plateau-Mont-Royal",1,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1368",1368,"Cartier / St-Joseph",45.535828,-73.57869,176,11,3,"Wednesday",1,0,285.966666666667,12.4333333333333,NA,9,13,23,2.2,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1369",1369,"Casgrain / Maguire",45.525933,-73.595253,479,4,25,"Sunday",1,0,92.0333333333333,11.5041666666667,NA,5,3,8,9.2,1.4,"Le Plateau-Mont-Royal",1,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1370",1370,"Casgrain / Maguire",45.525933,-73.595253,479,5,2,"Sunday",0,0,33.75,11.25,8.8125,1,2,3,10,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1371",1371,"Casgrain / Maguire",45.525933,-73.595253,479,5,9,"Sunday",1,0,296.483333333333,11.4032051282051,NA,2,24,26,11.4,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1372",1372,"Casgrain / Maguire",45.525933,-73.595253,479,5,22,"Saturday",1,0,209.233333333333,11.0122807017544,NA,4,12,19,23.6,0.3,"Le Plateau-Mont-Royal",1,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1373",1373,"Casgrain / Maguire",45.525933,-73.595253,479,5,31,"Monday",0,0,15.55,7.775,4.8325,0,1,2,15.7,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1374",1374,"Casgrain / Maguire",45.525933,-73.595253,479,6,1,"Tuesday",1,0,318.05,12.2326923076923,NA,4,22,26,19.3,1.4,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1375",1375,"Casgrain / Maguire",45.525933,-73.595253,479,6,8,"Tuesday",0,0,33.35,11.1166666666667,8.7525,1,2,3,26.3,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1376",1376,"Casgrain / Maguire",45.525933,-73.595253,479,6,10,"Thursday",0,0,54.8666666666667,13.7166666666667,13.23,0,3,4,18.5,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1377",1377,"Casgrain / Maguire",45.525933,-73.595253,479,6,15,"Tuesday",1,0,373.733333333333,10.3814814814815,NA,7,27,36,17.9,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1378",1378,"Casgrain / Maguire",45.525933,-73.595253,479,7,17,"Saturday",1,0,591.316666666667,15.9815315315315,NA,6,21,37,21.7,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,1,157,19.3827160493827
"1379",1379,"Casgrain / Maguire",45.525933,-73.595253,479,7,31,"Saturday",1,0,221.116666666667,11.6377192982456,NA,4,12,19,17.9,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1380",1380,"Casgrain / Maguire",45.525933,-73.595253,479,8,18,"Wednesday",1,0,457.216666666667,10.3912878787879,NA,6,34,44,25.4,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1381",1381,"Casgrain / Mozart",45.534727,-73.614793,596,5,2,"Sunday",0,0,251.066666666667,22.8242424242424,51.41,0,9,11,10,0,"Rosemont-La Petite-Patrie",0,1,15.9,141813,8919.05660377358,1,99,6.22641509433962
"1382",1382,"Casgrain / Mozart",45.534727,-73.614793,596,5,11,"Tuesday",1,0,293.533333333333,11.2897435897436,NA,5,20,26,9.8,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1383",1383,"Casgrain / Mozart",45.534727,-73.614793,596,5,24,"Monday",1,1,1211.81666666667,18.3608585858586,NA,14,51,66,14.4,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,1,99,6.22641509433962
"1384",1384,"Casgrain / Mozart",45.534727,-73.614793,596,5,26,"Wednesday",1,0,267.6,12.1636363636364,NA,7,15,22,24,0.4,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1385",1385,"Casgrain / Mozart",45.534727,-73.614793,596,6,21,"Monday",1,0,415.683333333333,14.333908045977,NA,5,22,29,24.1,2.9,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1386",1386,"Casgrain / Mozart",45.534727,-73.614793,596,6,30,"Wednesday",1,0,342.083333333333,11.0349462365591,NA,11,16,31,23.4,31.7,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1387",1387,"Casgrain / Mozart",45.534727,-73.614793,596,7,2,"Friday",0,0,166.333333333333,20.7916666666667,34.95,0,7,8,17.6,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,1,99,6.22641509433962
"1388",1388,"Casgrain / Mozart",45.534727,-73.614793,596,7,12,"Monday",0,0,87.4,14.5666666666667,20.61,1,4,6,23.1,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1389",1389,"Casgrain / Mozart",45.534727,-73.614793,596,7,13,"Tuesday",0,0,100.6,14.3714285714286,23.84,1,5,7,23.2,5.8,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1390",1390,"Casgrain / Mozart",45.534727,-73.614793,596,7,13,"Tuesday",1,0,382.2,10.3297297297297,NA,10,25,37,23.2,5.8,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1391",1391,"Casgrain / Mozart",45.534727,-73.614793,596,7,28,"Wednesday",1,0,344.45,11.1112903225806,NA,6,20,31,19.2,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1392",1392,"Casgrain / Mozart",45.534727,-73.614793,596,8,12,"Thursday",1,0,422.733333333333,11.4252252252252,NA,10,20,37,26.9,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1393",1393,"Casgrain / Mozart",45.534727,-73.614793,596,8,30,"Monday",0,0,178.483333333333,19.8314814814815,38.0225,3,5,9,24.8,5.3,"Rosemont-La Petite-Patrie",1,0,15.9,141813,8919.05660377358,1,99,6.22641509433962
"1394",1394,"Casgrain / Mozart",45.534727,-73.614793,596,9,7,"Tuesday",0,0,182.3,13.0214285714286,44.845,4,9,14,17.9,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1395",1395,"Casgrain / Mozart",45.534727,-73.614793,596,10,19,"Tuesday",0,0,84.5166666666667,14.0861111111111,20.1775,0,5,6,8.8,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1396",1396,"Casgrain / Mozart",45.534727,-73.614793,596,10,27,"Wednesday",0,0,50.3666666666667,12.5916666666667,12.555,0,3,4,9.6,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1397",1397,"Casgrain / Mozart",45.534727,-73.614793,596,10,28,"Thursday",0,0,69.2666666666667,9.8952380952381,19.14,0,6,7,7.9,0,"Rosemont-La Petite-Patrie",0,0,15.9,141813,8919.05660377358,0,99,6.22641509433962
"1398",1398,"Casgrain / St-Viateur",45.527513,-73.598791,440,5,7,"Friday",1,0,107.316666666667,11.9240740740741,NA,1,6,9,9.7,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1399",1399,"Casgrain / St-Viateur",45.527513,-73.598791,440,5,23,"Sunday",0,0,21.15,10.575,5.6725,0,1,2,15.8,0.5,"Le Plateau-Mont-Royal",1,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1400",1400,"Casgrain / St-Viateur",45.527513,-73.598791,440,6,6,"Sunday",1,0,134.333333333333,13.4333333333333,NA,1,4,10,24.5,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1401",1401,"Casgrain / St-Viateur",45.527513,-73.598791,440,6,14,"Monday",0,0,24.05,12.025,6.1075,0,0,2,20.6,7.8,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1402",1402,"Casgrain / St-Viateur",45.527513,-73.598791,440,6,23,"Wednesday",1,0,253.733333333333,12.0825396825397,NA,1,15,21,14.5,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1403",1403,"Casgrain / St-Viateur",45.527513,-73.598791,440,7,1,"Thursday",1,1,83.3166666666667,16.6633333333333,NA,0,0,5,20.6,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,1,157,19.3827160493827
"1404",1404,"Casgrain / St-Viateur",45.527513,-73.598791,440,7,10,"Saturday",1,0,167.866666666667,15.2606060606061,NA,1,7,11,19,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,1,157,19.3827160493827
"1405",1405,"Casgrain / St-Viateur",45.527513,-73.598791,440,8,1,"Sunday",0,0,80.1,16.02,18.265,0,4,5,16.9,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,1,157,19.3827160493827
"1406",1406,"Casgrain / St-Viateur",45.527513,-73.598791,440,8,8,"Sunday",1,0,92.0666666666667,15.3444444444444,NA,0,5,6,24,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,1,157,19.3827160493827
"1407",1407,"Casgrain / St-Viateur",45.527513,-73.598791,440,8,25,"Wednesday",1,0,95.8333333333333,10.6481481481481,NA,2,7,9,26.6,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1408",1408,"Casgrain / St-Viateur",45.527513,-73.598791,440,9,11,"Saturday",0,0,73.35,14.67,17.2525,0,1,5,18.4,0,"Le Plateau-Mont-Royal",0,1,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1409",1409,"Casgrain / St-Viateur",45.527513,-73.598791,440,10,18,"Monday",1,0,97.6166666666667,9.76166666666667,NA,1,7,10,9.7,0.7,"Le Plateau-Mont-Royal",1,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1410",1410,"Casgrain / St-Viateur",45.527513,-73.598791,440,10,19,"Tuesday",1,0,150.666666666667,11.5897435897436,NA,1,12,13,8.8,0,"Le Plateau-Mont-Royal",0,0,8.1,105813,13063.3333333333,0,157,19.3827160493827
"1411",1411,"Casino de Montréal",45.506373,-73.524577,525,4,29,"Thursday",1,0,70.1,23.3666666666667,NA,0,3,3,13.8,0.8,"Ville-Marie",1,0,16.5,104944,6360.24242424242,1,154,9.33333333333333
"1412",1412,"Casino de Montréal",45.506373,-73.524577,525,5,24,"Monday",0,1,196.8,28.1142857142857,38.27,0,7,7,14.4,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,1,154,9.33333333333333
"1413",1413,"Casino de Montréal",45.506373,-73.524577,525,5,28,"Friday",1,0,108.766666666667,21.7533333333333,NA,0,3,5,7.8,0,"Ville-Marie",0,0,16.5,104944,6360.24242424242,1,154,9.33333333333333
