"","name","arrond","station","mm","dd","wday","mem","holiday","dur","avg","rev","n_AM","n_PM","n_tot","temp","rain"
"892","Parc Jeanne-Mance (du Mont-Royal / du Parc)","Le Plateau-Mont-Royal",236,9,30,"Thursday",1,0,956.15,11.3827380952381,NA,21,46,84,11.3,0
"893","Parc Jeanne-Mance (du Mont-Royal / du Parc)","Le Plateau-Mont-Royal",236,10,23,"Saturday",0,0,502.266666666667,12.8786324786325,124.09,3,27,39,4.9,0
"894","Parc Jeanne-Mance (du Mont-Royal / du Parc)","Le Plateau-Mont-Royal",236,11,1,"Monday",1,0,446.6,9.11428571428571,NA,12,27,49,8,0
"895","Métro Joliette  (Joliette / Hochelaga)","Mercier - Hochelaga-Maisonneuve",159,4,23,"Friday",1,0,396.966666666667,13.2322222222222,NA,4,24,30,8.3,0
"896","Métro Joliette  (Joliette / Hochelaga)","Mercier - Hochelaga-Maisonneuve",159,4,27,"Tuesday",0,0,14.6166666666667,14.6166666666667,3.4425,0,1,1,8,0
"897","Métro Joliette  (Joliette / Hochelaga)","Mercier - Hochelaga-Maisonneuve",159,5,26,"Wednesday",0,0,34.9833333333333,8.74583333333333,10.2475,1,2,4,24,0.4
"898","Métro Joliette  (Joliette / Hochelaga)","Mercier - Hochelaga-Maisonneuve",159,6,21,"Monday",0,0,115.466666666667,11.5466666666667,29.82,2,2,10,24.1,2.9
"899","Métro Joliette  (Joliette / Hochelaga)","Mercier - Hochelaga-Maisonneuve",159,6,22,"Tuesday",0,0,294.266666666667,22.6358974358974,60.39,1,4,13,15.5,0.2
"900","Métro Joliette  (Joliette / Hochelaga)","Mercier - Hochelaga-Maisonneuve",159,6,24,"Thursday",0,1,233.016666666667,17.924358974359,51.2025,1,9,13,20.4,0
"901","Métro Joliette  (Joliette / Hochelaga)","Mercier - Hochelaga-Maisonneuve",159,9,2,"Thursday",0,0,161.9,17.9888888888889,35.535,1,6,9,15.6,0
"902","Métro Joliette  (Joliette / Hochelaga)","Mercier - Hochelaga-Maisonneuve",159,9,14,"Tuesday",1,0,554.766666666667,9.24611111111111,NA,18,33,60,16.7,0
"903","Métro Joliette  (Joliette / Hochelaga)","Mercier - Hochelaga-Maisonneuve",159,9,23,"Thursday",0,0,95.4666666666667,11.9333333333333,24.32,0,5,8,24.7,6.3
"904","Métro Joliette  (Joliette / Hochelaga)","Mercier - Hochelaga-Maisonneuve",159,9,25,"Saturday",0,0,204.85,15.7576923076923,46.9775,4,3,13,16.7,0
"905","Métro Joliette  (Joliette / Hochelaga)","Mercier - Hochelaga-Maisonneuve",159,9,28,"Tuesday",1,0,599.866666666667,10.5239766081871,NA,16,32,57,10.5,0.2
"906","Métro Joliette  (Joliette / Hochelaga)","Mercier - Hochelaga-Maisonneuve",159,10,17,"Sunday",0,0,146.366666666667,11.2589743589744,38.205,6,6,13,11.1,0.2
"907","Métro Joliette  (Joliette / Hochelaga)","Mercier - Hochelaga-Maisonneuve",159,10,22,"Friday",0,0,80.3166666666667,13.3861111111111,19.5475,2,2,6,8.7,13.8
"908","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,4,13,"Tuesday",0,0,46.4,11.6,11.96,1,3,4,12.1,0.2
"909","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,4,17,"Saturday",0,0,38.4333333333333,9.60833333333333,10.765,0,4,4,6.8,0
"910","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,4,19,"Monday",1,0,851.866666666667,17.3850340136054,NA,7,41,49,12.3,0
"911","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,4,22,"Thursday",1,0,224.25,11.2125,NA,4,16,20,0.8,0
"912","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,4,27,"Tuesday",0,0,191.583333333333,23.9479166666667,38.7375,0,7,8,8,0
"913","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,5,8,"Saturday",1,0,960.766666666667,15.2502645502645,NA,12,47,63,11.7,0
"914","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,6,1,"Tuesday",1,0,1297.05,13.5109375,NA,12,70,96,19.3,1.4
"915","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,6,26,"Saturday",0,0,210.016666666667,26.2520833333333,41.5025,0,3,8,21.4,20.8
"916","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,7,3,"Saturday",1,0,1367.55,15.7189655172414,NA,14,51,87,16.5,0
"917","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,7,9,"Friday",1,0,1219.23333333333,13.6992509363296,NA,6,57,89,18.1,0
"918","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,7,12,"Monday",0,0,189,14.5384615384615,44.6,3,8,13,23.1,0
"919","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,7,24,"Saturday",0,0,447.216666666667,19.4442028985507,95.8325,3,14,23,21.9,0.6
"920","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,8,11,"Wednesday",1,0,1603.55,15.1278301886792,NA,12,56,106,27,5
"921","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,8,19,"Thursday",1,0,994.783333333333,12.4347916666667,NA,14,36,80,23.7,0.5
"922","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,8,21,"Saturday",1,0,1407.03333333333,14.2124579124579,NA,17,53,99,27.5,0
"923","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,9,1,"Wednesday",1,0,1494.5,13.463963963964,NA,22,62,111,18,0
"924","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,9,3,"Friday",0,0,390.466666666667,20.5508771929825,82.32,3,12,19,18,0
"925","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,9,3,"Friday",1,0,1201,11.4380952380952,NA,18,60,105,18,0
"926","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,9,26,"Sunday",0,0,343.983333333333,14.3326388888889,81.5975,2,18,24,16.7,0
"927","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,10,12,"Tuesday",0,0,566.8,20.2428571428571,120.02,1,21,28,18.5,0
"928","BAnQ (Berri / de Maisonneuve)","Ville-Marie",332,10,28,"Thursday",0,0,156.05,10.4033333333333,42.1575,3,8,15,7.9,0
"929","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,4,22,"Thursday",1,0,201,9.13636363636364,NA,5,17,22,0.8,0
"930","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,4,27,"Tuesday",0,0,48.55,9.71,13.5325,1,4,5,8,0
"931","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,4,28,"Wednesday",1,0,295.766666666667,10.5630952380952,NA,8,18,28,12.8,4.3
"932","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,6,11,"Friday",1,0,994.95,12.1335365853659,NA,9,49,82,19.7,0.2
"933","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,7,2,"Friday",0,0,209.416666666667,17.4513888888889,46.4125,0,7,12,17.6,0
"934","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,7,10,"Saturday",0,0,114.4,16.3428571428571,25.91,3,3,7,19,0
"935","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,7,21,"Wednesday",0,0,107.466666666667,15.352380952381,24.87,0,3,7,20,1.5
"936","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,7,27,"Tuesday",0,0,81.2,13.5333333333333,19.68,1,3,6,19,1.4
"937","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,7,29,"Thursday",0,0,64.6,12.92,15.94,2,3,5,17.7,0.7
"938","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,8,22,"Sunday",0,0,366.366666666667,18.3183333333333,79.955,1,12,20,28.2,0
"939","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,8,24,"Tuesday",0,0,312.4,17.3555555555556,69.36,3,9,18,27.2,0
"940","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,8,26,"Thursday",0,0,301.533333333333,15.0766666666667,70.23,2,13,20,27.6,0
"941","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,9,17,"Friday",0,0,187.933333333333,13.4238095238095,45.69,1,6,14,19.8,0
"942","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,9,24,"Friday",1,0,669.45,11.5422413793103,NA,9,33,58,18.3,26.5
"943","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,10,9,"Saturday",0,0,380.1,21.1166666666667,79.515,0,13,18,16,0
"944","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,10,11,"Monday",1,1,475.366666666667,10.8037878787879,NA,7,28,44,18.4,0
"945","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,10,19,"Tuesday",0,0,68.8166666666667,9.83095238095238,19.0725,4,3,7,8.8,0
"946","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,10,21,"Thursday",1,0,479.15,11.143023255814,NA,12,21,43,11.7,5.8
"947","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,10,30,"Saturday",1,0,237.183333333333,14.8239583333333,NA,3,9,16,8.2,11.6
"948","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,11,5,"Friday",0,0,85.1333333333333,14.1888888888889,20.27,1,5,6,3.5,0
"949","Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",259,11,12,"Friday",1,0,252.933333333333,9.72820512820513,NA,6,12,26,7.7,20.4
"950","Marie-Anne / Papineau","Le Plateau-Mont-Royal",1077,8,19,"Thursday",0,0,55.3833333333333,11.0766666666667,14.5575,0,3,5,23.7,0.5
"951","Marie-Anne / Papineau","Le Plateau-Mont-Royal",1077,8,21,"Saturday",1,0,446.8,13.5393939393939,NA,9,16,33,27.5,0
"952","Marie-Anne / Papineau","Le Plateau-Mont-Royal",1077,8,27,"Friday",1,0,534.516666666667,11.372695035461,NA,13,21,47,21.2,0
"953","Marie-Anne / Papineau","Le Plateau-Mont-Royal",1077,8,30,"Monday",1,0,336.383333333333,9.89362745098039,NA,8,23,34,24.8,5.3
"954","Marie-Anne / Papineau","Le Plateau-Mont-Royal",1077,9,8,"Wednesday",1,0,448.766666666667,10.9455284552846,NA,18,16,41,18.6,1
"955","Marie-Anne / Papineau","Le Plateau-Mont-Royal",1077,9,10,"Friday",0,0,237.8,15.8533333333333,54.42,6,8,15,17.1,0.3
"956","Marie-Anne / Papineau","Le Plateau-Mont-Royal",1077,10,6,"Wednesday",0,0,199.183333333333,9.95916666666667,54.8775,9,9,20,14.3,0
"957","Marie-Anne / Papineau","Le Plateau-Mont-Royal",1077,10,15,"Friday",0,0,132.933333333333,13.2933333333333,32.44,2,7,10,18.4,0
"958","Marie-Anne / Papineau","Le Plateau-Mont-Royal",1077,10,30,"Saturday",1,0,318.266666666667,9.64444444444444,NA,7,21,33,8.2,11.6
"959","Marie-Anne / Papineau","Le Plateau-Mont-Royal",1077,11,13,"Saturday",0,0,87.3,12.4714285714286,21.845,5,0,7,5.3,2.5
"960","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,5,22,"Saturday",0,0,146.2,14.62,34.43,3,6,10,23.6,0.3
"961","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,6,1,"Tuesday",1,0,703.966666666667,10.0566666666667,NA,9,46,70,19.3,1.4
"962","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,6,3,"Thursday",1,0,442.133333333333,10.2821705426357,NA,2,32,43,17.5,6.3
"963","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,6,4,"Friday",1,0,949.483333333333,11.303373015873,NA,9,56,84,22,0
"964","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,6,15,"Tuesday",0,0,306.483333333333,18.028431372549,67.2225,0,8,17,17.9,0
"965","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,6,17,"Thursday",0,0,214.066666666667,13.3791666666667,52.11,1,8,16,18.2,0
"966","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,6,21,"Monday",0,0,178.833333333333,11.1770833333333,46.825,1,7,16,24.1,2.9
"967","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,7,14,"Wednesday",0,0,347,19.2777777777778,74.55,1,12,18,24.2,0
"968","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,7,15,"Thursday",1,0,906.25,10.9186746987952,NA,9,51,83,25.3,3.2
"969","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,7,31,"Saturday",0,0,446.383333333333,16.5327160493827,100.7075,0,17,27,17.9,0
"970","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,8,20,"Friday",0,0,324.633333333333,14.1144927536232,77.445,1,9,23,25.9,0
"971","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,8,26,"Thursday",1,0,1023.58333333333,11.7653256704981,NA,18,42,87,27.6,0
"972","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,9,8,"Wednesday",1,0,975.75,8.95183486238532,NA,28,54,109,18.6,1
"973","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,9,12,"Sunday",0,0,668.7,16.309756097561,151.555,0,16,41,19.1,0
"974","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,9,17,"Friday",0,0,579.95,13.8083333333333,139.4925,0,26,42,19.8,0
"975","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,9,18,"Saturday",0,0,447.3,12.425,112.095,1,14,36,18.7,0
"976","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,10,14,"Thursday",0,0,425.5,15.1964285714286,98.825,1,10,28,18.3,0
"977","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,10,14,"Thursday",1,0,1005.13333333333,9.22140672782875,NA,19,67,109,18.3,0
"978","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,10,21,"Thursday",1,0,841.483333333333,9.04820788530466,NA,23,49,93,11.7,5.8
"979","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,10,22,"Friday",0,0,247.566666666667,9.90266666666667,68.385,1,9,25,8.7,13.8
"980","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,10,23,"Saturday",0,0,296.55,10.9833333333333,78.2325,0,17,27,4.9,0
"981","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,10,25,"Monday",0,0,295.433333333333,14.068253968254,70.565,2,13,21,6.5,0.5
"982","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,11,4,"Thursday",0,0,190.15,10.0078947368421,52.2725,4,9,19,1.3,0.2
"983","Duluth / St-Laurent","Le Plateau-Mont-Royal",336,11,15,"Monday",0,0,78.4,11.2,20.51,1,2,7,2.7,5.3
"984","Tolhurst / Fleury","Ahuntsic-Cartierville",17,5,15,"Saturday",1,0,106.083333333333,17.6805555555556,NA,2,3,6,17.7,0.2
"985","Tolhurst / Fleury","Ahuntsic-Cartierville",17,6,21,"Monday",1,0,148.65,21.2357142857143,NA,2,4,7,24.1,2.9
"986","Tolhurst / Fleury","Ahuntsic-Cartierville",17,6,22,"Tuesday",1,0,247.5,20.625,NA,6,5,12,15.5,0.2
"987","Tolhurst / Fleury","Ahuntsic-Cartierville",17,6,26,"Saturday",0,0,13.9666666666667,13.9666666666667,3.345,0,0,1,21.4,20.8
"988","Tolhurst / Fleury","Ahuntsic-Cartierville",17,7,14,"Wednesday",0,0,23.1166666666667,11.5583333333333,5.9675,1,0,2,24.2,0
"989","Tolhurst / Fleury","Ahuntsic-Cartierville",17,7,18,"Sunday",0,0,65.9,32.95,12.385,0,0,2,21.8,0
"990","Tolhurst / Fleury","Ahuntsic-Cartierville",17,7,27,"Tuesday",0,0,18.5,9.25,5.275,0,1,2,19,1.4
"991","Tolhurst / Fleury","Ahuntsic-Cartierville",17,8,6,"Friday",1,0,210.416666666667,21.0416666666667,NA,1,6,10,25.1,0.2
"992","Tolhurst / Fleury","Ahuntsic-Cartierville",17,9,4,"Saturday",0,0,35.2,17.6,7.78,0,2,2,19,0
"993","Tolhurst / Fleury","Ahuntsic-Cartierville",17,10,31,"Sunday",0,0,19.05,19.05,4.1075,1,0,1,9.6,37
"994","Tolhurst / Fleury","Ahuntsic-Cartierville",17,11,7,"Sunday",1,0,75.6,37.8,NA,2,0,2,6.9,0
"995","Garnier / St-Grégoire","Le Plateau-Mont-Royal",845,5,3,"Monday",0,0,24.2166666666667,24.2166666666667,4.8825,1,0,1,7.6,0
"996","Garnier / St-Grégoire","Le Plateau-Mont-Royal",845,6,21,"Monday",1,0,249.466666666667,8.60229885057471,NA,9,18,29,24.1,2.9
"997","Garnier / St-Grégoire","Le Plateau-Mont-Royal",845,6,27,"Sunday",1,0,248.5,9.94,NA,6,15,25,26.9,0
"998","Garnier / St-Grégoire","Le Plateau-Mont-Royal",845,7,3,"Saturday",0,0,84.25,16.85,18.8875,1,2,5,16.5,0
"999","Garnier / St-Grégoire","Le Plateau-Mont-Royal",845,8,15,"Sunday",1,0,389.45,10.2486842105263,NA,11,22,38,18.2,0
"1000","Garnier / St-Grégoire","Le Plateau-Mont-Royal",845,8,23,"Monday",0,0,419.633333333333,26.2270833333333,82.945,7,7,16,26.7,0
"1001","Garnier / St-Grégoire","Le Plateau-Mont-Royal",845,8,29,"Sunday",0,0,51.2666666666667,12.8166666666667,12.69,3,0,4,19.3,6.5
"1002","Garnier / St-Grégoire","Le Plateau-Mont-Royal",845,9,4,"Saturday",1,0,552.533333333333,11.7560283687943,NA,12,25,47,19,0
"1003","Garnier / St-Grégoire","Le Plateau-Mont-Royal",845,9,23,"Thursday",0,0,143.05,11.0038461538462,37.7075,3,8,13,24.7,6.3
"1004","Garnier / St-Grégoire","Le Plateau-Mont-Royal",845,10,9,"Saturday",0,0,154.133333333333,15.4133333333333,35.62,2,8,10,16,0
"1005","Garnier / St-Grégoire","Le Plateau-Mont-Royal",845,10,10,"Sunday",0,0,68.5833333333333,17.1458333333333,15.2875,0,0,4,16.2,0
"1006","Garnier / St-Grégoire","Le Plateau-Mont-Royal",845,10,20,"Wednesday",0,0,53.4666666666667,13.3666666666667,13.02,1,3,4,11.8,0
"1007","Drolet / Laurier","Le Plateau-Mont-Royal",436,4,9,"Friday",0,0,80.75,20.1875,17.1125,0,2,4,15.9,0
"1008","Drolet / Laurier","Le Plateau-Mont-Royal",436,4,14,"Wednesday",1,0,459.483333333333,9.77624113475177,NA,18,28,47,12.4,0
"1009","Drolet / Laurier","Le Plateau-Mont-Royal",436,4,21,"Wednesday",0,0,5.15,5.15,2.0225,0,1,1,1.1,6.2
"1010","Drolet / Laurier","Le Plateau-Mont-Royal",436,5,15,"Saturday",0,0,220.083333333333,22.0083333333333,45.5125,1,6,10,17.7,0.2
"1011","Drolet / Laurier","Le Plateau-Mont-Royal",436,6,10,"Thursday",0,0,142.083333333333,20.297619047619,30.0625,3,4,7,18.5,0
"1012","Drolet / Laurier","Le Plateau-Mont-Royal",436,7,3,"Saturday",0,0,204.366666666667,12.7729166666667,50.655,1,7,16,16.5,0
"1013","Drolet / Laurier","Le Plateau-Mont-Royal",436,10,18,"Monday",1,0,789.75,9.871875,NA,17,52,80,9.7,0.7
"1014","Drolet / Laurier","Le Plateau-Mont-Royal",436,10,20,"Wednesday",1,0,985.8,10.7152173913043,NA,18,58,92,11.8,0
"1015","Drolet / Laurier","Le Plateau-Mont-Royal",436,11,11,"Thursday",0,0,249.133333333333,13.1122807017544,61.12,9,4,19,3.9,0
"1016","Jacques-Casault / Christophe-Colomb","Ahuntsic-Cartierville",226,4,10,"Saturday",1,0,404.083333333333,19.2420634920635,NA,3,16,21,16.4,0
"1017","Jacques-Casault / Christophe-Colomb","Ahuntsic-Cartierville",226,5,1,"Saturday",1,0,207.166666666667,20.7166666666667,NA,2,7,10,5.9,0
"1018","Jacques-Casault / Christophe-Colomb","Ahuntsic-Cartierville",226,5,2,"Sunday",1,0,325.816666666667,20.3635416666667,NA,5,10,16,10,0
"1019","Jacques-Casault / Christophe-Colomb","Ahuntsic-Cartierville",226,5,11,"Tuesday",0,0,71.0833333333333,17.7708333333333,15.6625,2,2,4,9.8,0
"1020","Jacques-Casault / Christophe-Colomb","Ahuntsic-Cartierville",226,5,23,"Sunday",0,0,49.0166666666667,12.2541666666667,12.3525,3,1,4,15.8,0.5
"1021","Jacques-Casault / Christophe-Colomb","Ahuntsic-Cartierville",226,6,5,"Saturday",1,0,246.783333333333,18.9833333333333,NA,3,7,13,22.4,14.2
"1022","Jacques-Casault / Christophe-Colomb","Ahuntsic-Cartierville",226,6,17,"Thursday",0,0,91.2,18.24,19.93,0,5,5,18.2,0
"1023","Jacques-Casault / Christophe-Colomb","Ahuntsic-Cartierville",226,6,23,"Wednesday",0,0,159.616666666667,15.9616666666667,36.4425,1,4,10,14.5,0
"1024","Jacques-Casault / Christophe-Colomb","Ahuntsic-Cartierville",226,7,5,"Monday",1,0,348.05,19.3361111111111,NA,6,9,18,20.2,0
"1025","Jacques-Casault / Christophe-Colomb","Ahuntsic-Cartierville",226,7,26,"Monday",1,0,345.55,17.2775,NA,3,10,20,23.5,0
"1026","Jacques-Casault / Christophe-Colomb","Ahuntsic-Cartierville",226,9,12,"Sunday",0,0,92.6166666666667,23.1541666666667,18.8925,1,3,4,19.1,0
"1027","Jacques-Casault / Christophe-Colomb","Ahuntsic-Cartierville",226,9,13,"Monday",1,0,410.85,19.5642857142857,NA,8,11,21,17.3,0.2
"1028","Jacques-Casault / Christophe-Colomb","Ahuntsic-Cartierville",226,9,16,"Thursday",1,0,439.35,19.9704545454545,NA,7,15,22,16.9,0.2
"1029","Jacques-Casault / Christophe-Colomb","Ahuntsic-Cartierville",226,10,15,"Friday",0,0,53.8,13.45,13.07,1,3,4,18.4,0
"1030","Jacques-Casault / Christophe-Colomb","Ahuntsic-Cartierville",226,10,23,"Saturday",0,0,74.9833333333333,14.9966666666667,17.4975,0,2,5,4.9,0
"1031","St-André / Cherrier","Le Plateau-Mont-Royal",245,8,17,"Tuesday",1,0,732.166666666667,11.2641025641026,NA,14,43,65,21.2,0
"1032","St-André / Cherrier","Le Plateau-Mont-Royal",245,9,30,"Thursday",0,0,166.016666666667,15.0924242424242,38.6525,4,3,11,11.3,0
"1033","St-André / Cherrier","Le Plateau-Mont-Royal",245,10,3,"Sunday",0,0,132.683333333333,18.9547619047619,28.6525,0,6,7,13,0.7
"1034","St-André / Cherrier","Le Plateau-Mont-Royal",245,10,27,"Wednesday",1,0,398.2,8.47234042553191,NA,12,29,47,9.6,0
"1035","St-André / Cherrier","Le Plateau-Mont-Royal",245,10,29,"Friday",0,0,81.15,10.14375,22.1725,1,5,8,7.8,0
"1036","St-André / Cherrier","Le Plateau-Mont-Royal",245,11,5,"Friday",0,0,197.2,12.325,49.58,4,11,16,3.5,0
"1037","St-André / Cherrier","Le Plateau-Mont-Royal",245,11,5,"Friday",1,0,326.05,9.31571428571429,NA,11,19,35,3.5,0
"1038","Parc Jeanne Mance (monument sir George-Etienne Cartier)","Le Plateau-Mont-Royal",330,4,12,"Monday",1,0,534.166666666667,15.7107843137255,NA,9,25,34,12.9,0
"1039","Parc Jeanne Mance (monument sir George-Etienne Cartier)","Le Plateau-Mont-Royal",330,4,23,"Friday",0,0,132.7,22.1166666666667,27.405,0,6,6,8.3,0
"1040","Parc Jeanne Mance (monument sir George-Etienne Cartier)","Le Plateau-Mont-Royal",330,4,24,"Saturday",0,0,470.883333333333,16.2373563218391,106.8825,3,26,29,14.1,0
"1041","Parc Jeanne Mance (monument sir George-Etienne Cartier)","Le Plateau-Mont-Royal",330,4,25,"Sunday",0,0,104.4,20.88,21.91,0,5,5,9.2,1.4
"1042","Parc Jeanne Mance (monument sir George-Etienne Cartier)","Le Plateau-Mont-Royal",330,5,13,"Thursday",0,0,382.866666666667,16.6463768115942,86.18,2,14,23,13.4,0
"1043","Parc Jeanne Mance (monument sir George-Etienne Cartier)","Le Plateau-Mont-Royal",330,5,24,"Monday",1,1,2951.61666666667,17.4651873767258,NA,21,123,169,14.4,0
"1044","Parc Jeanne Mance (monument sir George-Etienne Cartier)","Le Plateau-Mont-Royal",330,6,20,"Sunday",1,0,2773.1,14.0766497461929,NA,32,93,197,21.8,0
"1045","Parc Jeanne Mance (monument sir George-Etienne Cartier)","Le Plateau-Mont-Royal",330,6,21,"Monday",0,0,123.016666666667,15.3770833333333,28.4525,1,3,8,24.1,2.9
"1046","Parc Jeanne Mance (monument sir George-Etienne Cartier)","Le Plateau-Mont-Royal",330,8,25,"Wednesday",0,0,575.7,15.9916666666667,131.355,2,17,36,26.6,0
"1047","Parc Jeanne Mance (monument sir George-Etienne Cartier)","Le Plateau-Mont-Royal",330,9,22,"Wednesday",0,0,294.816666666667,12.818115942029,72.9725,5,16,23,20.8,0.2
"1048","Parc Jeanne Mance (monument sir George-Etienne Cartier)","Le Plateau-Mont-Royal",330,10,2,"Saturday",0,0,513.15,17.6948275862069,113.2225,0,8,29,11.9,11.4
"1049","Parc Jeanne Mance (monument sir George-Etienne Cartier)","Le Plateau-Mont-Royal",330,10,6,"Wednesday",0,0,494.283333333333,16.4761111111111,111.6425,4,22,30,14.3,0
"1050","Parc Jeanne Mance (monument sir George-Etienne Cartier)","Le Plateau-Mont-Royal",330,10,25,"Monday",0,0,178.7,19.8555555555556,38.055,3,6,9,6.5,0.5
"1051","St-Denis / René-Lévesque","Ville-Marie",681,4,30,"Friday",1,0,234.966666666667,14.6854166666667,NA,1,12,16,7.9,27.8
"1052","St-Denis / René-Lévesque","Ville-Marie",681,6,26,"Saturday",0,0,114,38,20.85,0,1,3,21.4,20.8
"1053","St-Denis / René-Lévesque","Ville-Marie",681,7,7,"Wednesday",0,0,110.016666666667,13.7520833333333,26.5025,2,5,8,16.4,0
"1054","St-Denis / René-Lévesque","Ville-Marie",681,7,11,"Sunday",1,0,826.033333333333,15.2969135802469,NA,6,33,54,21,0
"1055","St-Denis / René-Lévesque","Ville-Marie",681,8,7,"Saturday",0,0,595.383333333333,29.7691666666667,114.3075,6,12,20,23.6,0.8
"1056","St-Denis / René-Lévesque","Ville-Marie",681,8,17,"Tuesday",1,0,1092.63333333333,13.6579166666667,NA,17,49,80,21.2,0
"1057","St-Denis / René-Lévesque","Ville-Marie",681,8,23,"Monday",1,0,1025.31666666667,12.5038617886179,NA,19,49,82,26.7,0
"1058","St-Denis / René-Lévesque","Ville-Marie",681,9,1,"Wednesday",1,0,1117.88333333333,14.3318376068376,NA,14,52,78,18,0
"1059","St-Denis / René-Lévesque","Ville-Marie",681,9,4,"Saturday",0,0,332.5,20.78125,69.875,4,9,16,19,0
"1060","St-Denis / René-Lévesque","Ville-Marie",681,9,24,"Friday",0,0,345.233333333333,20.3078431372549,73.035,5,10,17,18.3,26.5
"1061","St-Denis / René-Lévesque","Ville-Marie",681,10,14,"Thursday",0,0,143.366666666667,11.9472222222222,36.505,4,7,12,18.3,0
"1062","St-Denis / René-Lévesque","Ville-Marie",681,10,15,"Friday",0,0,253,16.8666666666667,56.7,5,6,15,18.4,0
"1063","St-Denis / René-Lévesque","Ville-Marie",681,10,29,"Friday",0,0,84.4666666666667,14.0777777777778,20.17,2,4,6,7.8,0
"1064","St-Denis / René-Lévesque","Ville-Marie",681,11,9,"Tuesday",0,0,21.6666666666667,10.8333333333333,5.75,0,2,2,10.2,0
"1065","Notre-Dame-de-Grâce / Westmount","Westmount",901,6,2,"Wednesday",1,0,222.416666666667,22.2416666666667,NA,2,6,10,20.9,0
"1066","Notre-Dame-de-Grâce / Westmount","Westmount",901,6,10,"Thursday",0,0,18.2833333333333,9.14166666666667,5.2425,1,1,2,18.5,0
